cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,cont_btag,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_cate,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,his_brand,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,match_mask,uid,cms_segid,cms_group_id,final_gender_code,age_level,pvalue_level,shopping_level,occupation,new_user_class_level,mid,cate_id,campaign_id,customer,brand,price,pid,target
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6342,6342,6343,6343,6342,6342,6343,6342,6343,6343,6342,6342,6342,6342,6342,6342,6342,6342,6806,6342,6342,6342,6342,6342,6342,6342,6342,6342,6342,6343,6343,6343,6343,6342,6342,6343,6343,6342,6342,6343,6342,6342,6342,6342,6342,6343,6342,6342,6342,6342,25690,277805,65551,408851,128586,122860,347995,98931,49071,408851,128586,334623,334623,334623,334623,334623,334623,334623,98931,102289,14849,104512,104512,104512,104512,104512,21054,50205,50205,50205,50205,50205,50205,50205,21054,50205,50205,282940,282940,198163,282940,282940,282940,282940,282940,282940,282940,282940,282940,282940,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000153,0,3,2,3,0,2,0,0,723520,4280,105960,11085,0,0.9936586324864938,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9464,9464,4282,4384,4384,4375,4375,7025,7025,7025,7025,4312,2315,4833,7025,6408,7213,4617,4617,4617,4617,4617,4617,4617,5963,4828,4774,4828,4642,10892,10892,7110,6981,7532,7082,4833,10885,5811,10886,5533,10899,10885,10886,10886,10886,10885,10885,10885,4541,4541,173546,266394,156786,286765,220571,270464,396244,21055,21055,21055,21055,27834,85936,443077,116887,247071,181739,220468,220468,220468,220468,220468,220468,220468,212062,88078,195235,88078,13223,271872,271872,273232,426414,256682,457806,381001,349617,34320,38470,61622,195240,443077,37432,114493,114493,25493,323438,389830,305605,451387,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000163,0,10,1,4,0,3,0,3,804704,9464,118158,64845,173546,0.9972903596724993,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,6407,6407,6421,7211,7211,7211,7211,6261,4280,4284,6261,6251,4280,4520,6261,4284,6261,4520,6261,6261,4280,6261,6261,6261,6261,6261,6261,6261,6261,6261,6261,6261,6261,6261,6261,6261,6261,5753,6423,6423,6426,6426,6426,6426,2146,2146,2146,2146,6261,6261,62439,62439,145504,8806,8806,8806,8806,146353,146353,146353,146353,136666,63952,2144,2144,178188,146626,2144,2144,2144,63952,173503,173503,173503,166244,115505,115505,115505,115505,115505,115505,115505,115505,115505,115505,115505,115505,41931,41715,257109,257109,257109,257109,257109,247197,247197,247197,247197,41441,41441,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000164,0,3,2,3,0,3,0,3,664942,562,396654,31817,0,0.9911410856159523,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4280,6261,4280,4282,4282,4282,4282,4282,4282,4282,770,562,4280,1665,4280,4281,6261,6261,4283,4283,6261,6261,4283,6261,6261,4283,4283,4283,4283,4283,6261,5950,562,770,6142,6142,6142,6142,6142,6142,6142,9344,9344,9344,9347,9347,9347,9347,9347,9347,186516,186516,186516,18595,18595,18595,18595,18595,388946,82527,146115,191219,143325,127867,247789,248033,249390,82527,339374,339374,146115,76298,76298,76298,186516,186516,186516,186516,186516,186516,186516,146115,78470,146115,315482,315482,315482,315482,45171,45171,45171,172369,172369,172369,116198,116198,116198,190425,190425,190425,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000165,5,2,2,2,1,3,1,3,836889,6261,118601,28529,82527,0.9968882609898402,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4282,4282,4282,4282,4282,4282,4282,770,562,4280,1665,4280,4281,6261,6261,4283,4283,6261,6261,4283,6261,6261,4283,4283,4283,4283,4283,6261,5950,562,770,6142,6142,6142,6142,6142,6142,6142,9344,9344,9344,9347,9347,9347,9347,9347,9347,1535,1535,6261,18595,18595,18595,18595,18595,388946,82527,146115,191219,143325,127867,247789,248033,249390,82527,339374,339374,146115,76298,76298,76298,186516,186516,186516,186516,186516,186516,186516,146115,78470,146115,315482,315482,315482,315482,45171,45171,45171,172369,172369,172369,116198,116198,116198,190425,190425,190425,113106,328366,146115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000165,5,2,2,2,1,3,1,3,822011,4282,118601,28529,82527,0.9951095244534559,1,0
1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4384,4384,4384,4384,4384,8179,8179,6421,6421,6421,6421,6421,6421,4384,4384,4384,856,856,856,856,4282,4282,4282,4282,6261,6261,4282,6255,4384,4384,4384,4384,4384,4384,4384,841,1665,1665,1665,1665,1665,1665,1665,1665,1665,1665,1665,1665,1665,6426,413507,413507,252916,252916,95766,242489,242489,357383,357383,357383,357383,357383,357383,252916,252916,441204,235358,235358,235358,235358,427855,427855,427855,427855,312895,312895,427855,43305,252916,252916,252916,441204,441204,441204,247789,198420,427855,427855,427855,427855,427855,427855,427855,427855,427855,427855,427855,427855,427855,267763,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000166,0,4,2,4,0,3,0,2,291705,4283,140937,22757,0,0.951230361380206,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,4,1,1,1,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506,6183,6183,6183,6426,6426,6426,6426,6426,6426,6426,506,7205,7205,7205,7205,7205,7205,7205,6300,6300,6300,6300,6300,4517,4517,4517,4517,4517,4517,4517,4517,4517,4517,6183,6183,184921,184921,184921,184921,184921,184921,184921,184921,184921,184921,184921,184921,184921,184921,184921,160302,160302,160302,253841,253841,253841,253841,253841,253841,253841,275886,339533,339533,339533,339533,339533,339533,339533,82527,82527,82527,82527,82527,215702,215702,215702,215702,215702,215702,215702,215702,215702,215702,160302,160302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000170,8,2,2,2,2,3,0,4,744011,5410,367004,213614,0,0.9791413167090561,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,6426,7339,7214,4521,4282,6261,6261,6261,6261,1665,6261,4521,4521,4521,4521,4282,6421,6554,6554,978,978,978,978,978,978,978,978,978,978,978,4291,978,978,978,978,978,978,978,978,978,978,4291,4291,4291,4291,4291,4291,4284,4284,4284,345168,340073,359383,310518,310518,310518,310518,310518,310518,310518,310518,310518,310518,310518,310518,345168,274594,82750,82750,450184,450184,450184,450184,450184,372029,372029,372029,372029,372029,271533,450184,372029,8465,8465,8465,8465,8465,8465,8465,8465,353787,184697,353787,184697,184697,184697,184697,372476,372476,372476,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000209,0,3,2,3,0,3,0,0,233983,4291,26336,107179,0,0.9914086523614649,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,6426,7339,7214,4521,4282,6261,6261,6261,6261,1665,6261,4521,4521,4521,4521,4282,6421,6554,6554,978,978,978,978,978,978,978,978,978,978,978,4291,978,978,978,978,978,978,978,978,978,978,4291,4291,4291,4291,4291,4291,4284,4284,4284,345168,340073,359383,310518,310518,310518,310518,310518,310518,310518,310518,310518,310518,310518,310518,345168,274594,82750,82750,450184,450184,450184,450184,450184,372029,372029,372029,372029,372029,271533,450184,372029,8465,8465,8465,8465,8465,8465,8465,8465,353787,184697,353787,184697,184697,184697,184697,372476,372476,372476,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000209,0,3,2,3,0,3,0,0,576765,4291,52687,123560,0,0.989526532229533,1,0
1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,6433,6433,278,278,278,278,278,278,278,278,4282,6426,4281,1665,4520,6261,4284,6426,6426,6426,6426,6426,6426,6433,6261,6261,6261,6261,6261,6261,6261,6261,6261,6261,6261,6261,6261,6261,6426,6426,6426,6426,6426,6426,6426,6426,6426,4263,7209,7209,10300,10300,251311,251311,251311,251311,251311,251311,251311,251311,293786,301864,26572,186516,254132,79155,22686,396146,396146,396146,396146,79140,454735,10300,293786,293786,293786,293786,293786,293786,293786,269229,81630,254132,189989,254132,18758,79155,119618,396146,396146,396146,396146,396146,396146,396146,396146,388700,160582,160582,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000239,5,2,2,2,2,3,1,2,578657,6300,268967,232220,78793,0.9946638676750232,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5545,5545,5545,5545,5545,5545,5545,5545,5545,5545,6412,6412,4505,10733,5467,5467,5467,4505,6423,538,4505,5545,5545,5545,5545,5545,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,7214,11160,373537,373537,373537,373537,373537,373537,373537,373537,373537,373537,99903,99903,188059,9656,410387,410387,410387,349743,293023,198597,188059,253174,253174,253174,253174,253174,294917,294917,294917,294917,294917,294917,294917,294917,294917,294917,294917,294917,294917,294917,294917,294917,294917,294917,294917,294917,294917,294917,294917,260645,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100029,12,3,2,3,1,2,0,4,89617,11160,314908,17420,0,0.9823138018828895,1,0
1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4282,4520,4520,4520,4520,4520,4520,4520,2252,2252,562,562,6932,6932,6564,4520,856,856,6261,4520,4520,5751,1101,6839,4281,4281,4284,4284,4284,4284,4284,5920,5920,5539,6407,6407,5920,6849,6849,4284,4284,6261,6261,6261,6261,4281,4281,6426,6426,6426,116790,51539,249763,249763,143597,143597,143597,146115,247789,247789,699,699,199164,220398,58448,36862,266243,272961,445823,103715,103715,408467,390597,342331,325556,325556,364410,364410,364410,364410,364410,201243,201243,354355,337365,337365,441680,312895,312895,364410,364410,414896,414896,414896,332574,203153,203153,418948,165987,384927,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100030,7,2,2,2,1,3,0,2,579848,6426,85839,61337,178960,0.9995814263989571,0,0
1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4520,4520,4520,4520,4520,4520,4520,2252,2252,562,562,6932,6932,6564,4520,856,856,6261,4520,4520,5751,1101,6839,4281,4281,4284,4284,4284,4284,4284,5920,5920,5539,6407,6407,5920,6849,6849,4284,4284,6261,6261,6261,6261,4281,4281,6426,6426,6426,4284,51539,249763,249763,143597,143597,143597,146115,247789,247789,699,699,199164,220398,58448,36862,266243,272961,445823,103715,103715,408467,390597,342331,325556,325556,364410,364410,364410,364410,364410,201243,201243,354355,337365,337365,441680,312895,312895,364410,364410,414896,414896,414896,332574,203153,203153,418948,165987,384927,450184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100030,7,2,2,2,1,3,0,2,613804,4281,102887,83355,137524,0.9951095244534559,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,6407,6407,6407,6407,6407,6407,6407,6407,6407,6407,6407,6407,6407,6407,6407,6407,6407,6407,6407,6407,6407,6407,6407,6407,6407,6407,6407,6407,6407,6407,6407,4280,6423,6423,6423,6423,6423,6423,6423,6423,6423,6423,5435,5435,5435,5435,5435,5435,5435,5435,59142,59142,59142,59142,59142,59142,59142,59142,59142,59142,59142,59142,59142,59142,59142,59142,59142,59142,59142,59142,59142,59142,59142,59142,59142,59142,59142,59142,59142,59142,59142,168114,84024,84024,84024,84024,84024,84024,84024,84024,84024,84024,46206,46206,46206,46206,46206,46206,46206,46206,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000302,0,3,2,3,0,3,0,4,802300,347,370511,69046,315363,0.9940080250324473,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7266,7266,8249,7266,7266,7266,7266,7266,7266,7280,7280,7280,7280,7280,7280,7280,7280,7280,7266,7266,7266,7266,7266,7266,7266,7280,7280,7266,7280,7280,7280,7266,7266,7280,7280,7280,7280,7280,7280,7280,7280,7280,7280,7280,7280,7266,7266,7266,7266,7266,212669,212669,191758,95671,322340,322340,322340,322340,276380,322340,329630,212669,212669,212669,212669,169133,212669,212669,212669,212669,212669,212669,212669,212669,212669,212669,212669,212669,322340,322340,322340,322340,322340,322340,322340,322340,322340,95671,95671,95671,231292,51118,231292,103372,322340,212669,276380,343928,276380,369860,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000323,0,8,1,2,0,3,0,4,793338,9909,46846,34763,0,0.9978083210309872,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4520,6261,4280,4280,6261,6426,6261,4826,4826,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,2766,258262,289655,289655,87406,76182,451924,376069,76182,258262,258262,327439,394334,394334,446044,446044,196639,196639,327439,327439,327439,445460,189279,228136,289655,189279,328363,324214,223788,223788,445460,394768,394768,454619,289655,445460,289655,394768,354325,116234,394768,325600,451924,451924,116234,116234,354325,354325,159670,354325,60793,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000329,0,12,1,6,0,3,0,2,201993,6534,282109,192293,195022,0.9823138018828895,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4280,4280,6261,6426,6261,4826,4826,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,4280,2766,10678,6534,6534,6534,6534,6534,6534,6534,6534,6534,6534,6534,12227,6806,12227,12227,2766,12227,6534,5555,5555,6163,228136,289655,189279,328363,324214,223788,223788,445460,394768,394768,454619,289655,445460,289655,394768,354325,116234,394768,325600,451924,451924,116234,116234,354325,354325,159670,354325,60793,446739,252004,252004,252004,252004,252004,252004,252004,252004,252004,252004,252004,426956,399960,285239,285239,60793,298071,252004,335058,335058,335058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000329,0,12,1,6,0,3,0,2,800022,10678,253768,210481,0,0.9999533514628517,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,5555,5555,6163,5555,4280,4280,4280,5748,5748,5748,5748,6534,6806,5206,2766,6535,6535,6535,6534,4280,12227,10137,10137,6131,6131,6131,12227,6806,12227,10678,6806,6131,6806,6806,6806,6806,5555,8174,8174,5766,10678,10678,10678,1809,11995,4280,4766,11989,11989,11989,335058,335058,335058,335058,217613,217613,217613,301147,301147,301147,301147,293971,121495,314804,58362,350894,350894,350894,252004,289655,285239,188073,188073,328421,328421,328421,351741,399960,285239,282749,337424,328421,136815,136815,136815,136815,366390,452090,461210,427089,185071,446739,446739,232524,102511,76182,374661,36482,36482,36482,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1000329,0,12,1,6,0,3,0,2,591878,4280,165743,134038,221145,0.9958917686719742,1,0
1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,6251,6251,6251,6251,6251,6251,6251,6251,6251,6251,6251,6251,6251,6251,6251,6251,6251,6251,6251,6251,6246,6246,6246,6841,6251,6251,6251,6251,6251,6251,6251,6251,6251,6251,6172,6841,6841,6841,2202,2202,6838,6847,6838,6838,2202,5751,6838,6851,6852,6841,88736,88736,88736,88736,88736,88736,88736,88736,88736,88736,88736,88736,88736,88736,88736,88736,88736,88736,88736,88736,88736,88736,88736,18593,88736,88736,88736,88736,88736,88736,88736,88736,88736,88736,433278,392793,392793,392793,124290,124290,124290,124290,124290,124290,124290,124290,124290,124290,124290,18593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100034,5,2,2,2,2,3,1,2,721889,6426,2778,80649,166787,0.9995392172777262,0,0
